ip,as_owner,country,reputation,asn,malicious,suspicious,undetected,harmless,status
5.9.20.36,Hetzner Online GmbH,DE,0,24940.0,0,0,90,0,unknown
178.24.63.119,Vodafone GmbH,DE,0,3209.0,0,0,90,0,unknown
117.20.117.40,"SMART AXIATA Co., Ltd.",KH,0,45498.0,0,0,31,59,benign
41.143.192.253,MT-MPLS,MA,0,36903.0,0,0,90,0,unknown
52.28.102.205,AMAZON-02,DE,0,16509.0,0,0,90,0,unknown
188.166.76.77,DIGITALOCEAN-ASN,NL,0,14061.0,0,0,90,0,unknown
108.216.224.165,ATT-INTERNET4,US,0,7018.0,0,0,90,0,unknown
185.31.18.175,,DE,0,,0,0,90,0,unknown
173.194.112.58,GOOGLE,US,0,15169.0,0,0,90,0,unknown
95.172.94.12,Unitas Global Ltd,GB,0,15570.0,0,0,90,0,unknown
173.194.40.158,GOOGLE,US,0,15169.0,0,0,26,64,benign
151.24.46.186,Wind Tre S.p.A.,IT,0,1267.0,0,0,90,0,unknown
23.62.146.227,AKAMAI-AS,NL,0,16625.0,0,0,90,0,unknown
54.192.3.136,,US,0,,0,0,90,0,unknown
108.161.188.128,,US,0,,1,0,23,66,benign
94.214.143.108,Vodafone Libertel B.V.,NL,0,33915.0,0,0,90,0,unknown
205.251.72.177,AMC,US,0,29838.0,0,0,90,0,unknown
193.34.218.222,INI.NET PE,UA,0,50856.0,0,0,90,0,unknown
84.40.120.77,Vivacom Bulgaria EAD,BG,0,8866.0,0,0,90,0,unknown
68.232.35.229,EDGECAST,US,0,15133.0,0,0,24,66,benign
94.21.235.104,DIGI Tavkozlesi es Szolgaltato Kft.,HU,0,20845.0,0,0,90,0,unknown
179.98.207.14,TELEFONICA BRASIL S.A,BR,0,27699.0,0,0,90,0,unknown
104.71.250.63,AKAMAI-AS,US,0,16625.0,0,0,90,0,unknown
182.65.109.207,,IN,0,,0,0,90,0,unknown
185.29.134.87,,GB,0,,0,0,90,0,unknown
195.154.113.163,Scaleway S.a.s.,FR,0,12876.0,0,0,90,0,unknown
177.13.227.12,SKY SERVICOS DE BANDA LARGA LTDA,BR,0,11338.0,0,0,90,0,unknown
23.3.91.100,Akamai International B.V.,SE,0,20940.0,0,0,90,0,unknown
5.39.39.155,OVH SAS,FR,0,16276.0,2,0,25,63,benign
177.205.117.127,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,90,0,unknown
46.147.123.45,JSC ER-Telecom Holding,RU,0,57378.0,0,0,90,0,unknown
176.74.182.156,COGECO-PEER1,GB,0,13768.0,0,0,90,0,unknown
36.71.165.5,PT Telekomunikasi Indonesia,ID,0,7713.0,0,0,90,0,unknown
185.36.90.226,Stc Bahrain B.s.c Closed,BH,0,51375.0,0,0,90,0,unknown
5.18.157.106,JSC ER-Telecom Holding,RU,0,41733.0,0,0,90,0,unknown
23.23.185.230,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
50.17.198.79,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
188.168.34.247,Joint Stock Company TransTeleCom,RU,0,20485.0,0,0,90,0,unknown
54.228.243.159,AMAZON-02,IE,0,16509.0,0,0,25,65,benign
93.76.117.127,,US,0,,0,0,90,0,unknown
41.143.252.195,Itissalat Al-MAGHRIB,MA,0,6713.0,0,0,90,0,unknown
95.174.203.164,JSC ER-Telecom Holding,RU,0,31036.0,0,0,90,0,unknown
149.126.77.43,INCAPSULA,DE,0,19551.0,0,0,90,0,unknown
52.28.224.147,AMAZON-02,DE,0,16509.0,0,0,90,0,unknown
74.125.136.113,GOOGLE,US,0,15169.0,1,0,23,66,benign
191.184.35.109,Claro NXT Telecomunicacoes Ltda,BR,0,28573.0,0,0,90,0,unknown
123.203.39.159,Hong Kong Broadband Network Ltd.,HK,0,9269.0,0,0,90,0,unknown
60.49.75.161,TM TECHNOLOGY SERVICES SDN. BHD.,MY,0,4788.0,0,0,90,0,unknown
31.13.72.12,FACEBOOK,SE,1,32934.0,1,0,22,67,benign
64.233.171.16,GOOGLE,US,0,15169.0,0,0,90,0,unknown
69.171.248.107,FACEBOOK,US,0,32934.0,0,0,90,0,unknown
54.229.197.79,AMAZON-02,IE,0,16509.0,0,0,90,0,unknown
123.211.82.41,Telstra Corporation Ltd,AU,0,1221.0,0,0,90,0,unknown
74.125.226.36,GOOGLE,US,0,15169.0,0,0,90,0,unknown
87.245.200.75,JSC RetnNet,RU,0,57304.0,0,0,90,0,unknown
65.190.84.101,TWC-11426-CAROLINAS,US,0,11426.0,0,0,90,0,unknown
37.48.113.10,LeaseWeb Netherlands B.V.,NL,0,60781.0,0,0,90,0,unknown
89.173.109.6,Liberty Global B.V.,SK,0,6830.0,0,0,90,0,unknown
192.230.81.107,INCAPSULA,US,0,19551.0,0,0,90,0,unknown
173.194.116.47,GOOGLE,US,0,15169.0,0,0,90,0,unknown
116.88.103.208,Starhub Ltd,SG,0,55430.0,0,0,90,0,unknown
88.221.15.25,Akamai International B.V.,NL,0,20940.0,0,0,90,0,unknown
23.251.138.196,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,25,65,benign
216.58.208.70,GOOGLE,US,0,15169.0,0,0,90,0,unknown
54.174.220.164,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
23.111.9.32,,US,0,,0,0,25,65,benign
187.52.193.226,V tal,BR,0,8167.0,0,0,90,0,unknown
62.210.99.82,Scaleway S.a.s.,FR,0,12876.0,1,0,23,66,benign
78.56.114.95,"Telia Lietuva, AB",LT,0,8764.0,0,0,90,0,unknown
84.213.32.101,Telia Norge AS,NO,0,41164.0,0,0,90,0,unknown
185.86.138.16,SmartAdServer SAS,FR,0,201081.0,0,0,25,65,benign
162.144.129.143,UNIFIEDLAYER-AS-1,US,0,46606.0,0,0,90,0,unknown
152.163.66.132,,US,0,,0,0,90,0,unknown
79.129.188.69,OTEnet S\.A\.,GR,0,6799.0,0,0,90,0,unknown
185.5.160.138,Cjsc Rascom,RU,0,20764.0,0,0,90,0,unknown
186.227.185.98,VELOSTER INTERNET BANDA LARGA,BR,0,262975.0,0,0,90,0,unknown
183.96.27.99,Korea Telecom,KR,0,4766.0,0,0,90,0,unknown
23.77.248.214,AKAMAI-AS,DK,0,16625.0,0,0,90,0,unknown
67.217.177.158,DATABANK-LATISYS,US,0,29944.0,0,0,90,0,unknown
173.241.248.220,,JP,0,,0,0,90,0,unknown
186.121.1.77,COLOMBIA TELECOMUNICACIONES S.A. ESP,CO,0,3816.0,0,0,90,0,unknown
188.26.204.177,Digi Spain Telecom S.l.u.,ES,0,57269.0,0,0,90,0,unknown
83.243.11.169,root SA,LU,0,5577.0,0,0,90,0,unknown
95.67.92.142,Cosmonova LLC,UA,0,34867.0,0,0,90,0,unknown
193.255.104.238,National Academic Network and Information Center,TR,0,8517.0,0,0,90,0,unknown
41.249.148.223,MT-MPLS,MA,0,36903.0,0,0,90,0,unknown
46.236.127.222,Bredband2 AB,SE,0,29518.0,0,0,90,0,unknown
41.43.62.51,TE Data,EG,0,8452.0,0,0,90,0,unknown
54.192.98.142,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
45.117.48.64,Five Network Solution India Ltd,IN,0,24554.0,0,0,90,0,unknown
85.109.65.198,Turk Telekom,TR,0,9121.0,0,0,90,0,unknown
173.194.112.6,GOOGLE,US,0,15169.0,0,0,90,0,unknown
82.137.10.108,RCS & RDS,RO,0,8708.0,0,0,90,0,unknown
173.194.112.96,GOOGLE,US,0,15169.0,0,0,90,0,unknown
107.22.177.32,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
108.161.162.204,CRONOMAGIC-1,CA,0,30236.0,0,0,90,0,unknown
23.214.171.35,Akamai International B.V.,US,0,20940.0,0,0,90,0,unknown
54.208.174.91,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
209.167.231.15,UUNET,US,0,701.0,0,0,23,67,benign
41.142.8.176,MT-MPLS,MA,0,36903.0,0,0,90,0,unknown
37.123.132.240,Bahnhof AB,SE,0,8473.0,0,0,90,0,unknown
41.193.212.154,Vox-Telecom,ZA,0,11845.0,0,0,46,44,unknown
31.13.74.7,FACEBOOK,IE,0,32934.0,0,0,90,0,unknown
50.112.138.61,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
87.114.93.46,British Telecommunications PLC,GB,0,6871.0,0,0,90,0,unknown
186.80.172.105,,CO,0,,0,0,90,0,unknown
67.216.107.65,ETEX-COMMUNICATIONS,US,0,23158.0,0,0,90,0,unknown
79.176.64.119,Bezeq International Ltd.,IL,0,8551.0,0,0,90,0,unknown
46.105.113.153,OVH SAS,FR,0,16276.0,0,0,90,0,unknown
177.129.156.158,New Speed Internet Banda Larga,BR,0,52541.0,0,0,90,0,unknown
193.90.12.86,Globalconnect As,NO,0,2116.0,6,0,23,61,benign
111.95.195.105,Linknet-Fastnet ASN,ID,0,23700.0,0,0,90,0,unknown
87.94.140.155,DNA Oyj,FI,0,16086.0,0,0,90,0,unknown
173.194.112.154,GOOGLE,US,0,15169.0,0,0,25,65,benign
185.31.18.143,,DE,0,,0,0,26,64,benign
173.194.122.215,GOOGLE,US,0,15169.0,0,0,90,0,unknown
178.91.19.212,JSC Kazakhtelecom,KZ,0,9198.0,0,0,90,0,unknown
94.15.190.212,Sky UK Limited,GB,0,5607.0,0,0,90,0,unknown
69.196.132.156,TEKSAVVY,CA,0,5645.0,0,0,90,0,unknown
95.101.248.194,AKAMAI-AS,GB,0,16625.0,0,0,90,0,unknown
51.255.107.184,OVH SAS,FR,0,16276.0,0,0,90,0,unknown
122.171.66.159,"Bharti Airtel Ltd., Telemedia Services",IN,0,24560.0,0,0,90,0,unknown
187.85.0.78,ULTRAWAVE TELECOM,BR,0,262659.0,0,0,90,0,unknown
176.34.234.44,AMAZON-02,IE,0,16509.0,0,0,90,0,unknown
177.203.30.247,V tal,BR,0,8167.0,0,0,90,0,unknown
92.246.216.65,MTS PJSC,RU,0,44579.0,0,0,90,0,unknown
49.244.167.41,"Nepal Telecommunications Corporation, Internet Services",NP,0,23752.0,0,0,90,0,unknown
66.220.158.19,FACEBOOK,US,0,32934.0,0,0,24,66,benign
192.0.78.18,AUTOMATTIC,US,0,2635.0,0,0,25,65,benign
90.71.6.160,Orange Espagne SA,ES,0,12479.0,0,0,90,0,unknown
54.231.48.170,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
23.14.95.106,Akamai International B.V.,US,0,20940.0,0,0,90,0,unknown
185.31.19.238,,GB,0,,0,0,90,0,unknown
95.24.142.116,PVimpelCom,RU,0,8402.0,1,0,25,64,benign
64.233.164.120,GOOGLE,US,0,15169.0,0,0,25,65,benign
149.202.98.160,OVH SAS,FR,0,16276.0,2,0,24,64,benign
50.31.164.173,SERVERCENTRAL,US,0,23352.0,0,0,25,65,benign
54.243.131.246,AMAZON-AES,US,0,14618.0,0,0,35,55,benign
46.234.158.4,Electrovideo Utrera S.A.,ES,0,197722.0,0,0,90,0,unknown
109.239.110.104,(aq) networks limited,GB,0,33920.0,0,0,90,0,unknown
151.80.42.103,OVH SAS,FR,0,16276.0,3,0,24,63,benign
85.113.39.166,JSC ER-Telecom Holding,RU,0,34533.0,0,0,90,0,unknown
195.77.179.29,Telefonica De Espana S.a.u.,ES,0,3352.0,0,0,90,0,unknown
173.194.116.73,GOOGLE,US,0,15169.0,0,0,90,0,unknown
222.210.164.122,Chinanet,CN,0,4134.0,0,0,90,0,unknown
104.66.239.21,AKAMAI-AS,US,0,16625.0,0,0,90,0,unknown
84.25.154.71,Vodafone Libertel B.V.,NL,0,33915.0,0,0,90,0,unknown
95.101.242.48,AKAMAI-AS,GB,0,16625.0,0,0,90,0,unknown
23.64.219.120,Akamai International B.V.,US,0,20940.0,0,0,90,0,unknown
104.16.87.26,CLOUDFLARENET,,0,13335.0,0,0,26,64,benign
54.192.98.100,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
93.115.95.202,Voxility LLP,GB,0,3223.0,1,0,23,66,benign
91.226.15.117,Chernysh Dmitry Petrovich,UA,0,56649.0,4,2,23,61,benign
74.125.227.215,GOOGLE,US,0,15169.0,0,0,25,65,benign
90.209.65.247,Sky UK Limited,GB,0,5607.0,0,0,90,0,unknown
173.194.67.99,GOOGLE,US,0,15169.0,0,0,90,0,unknown
173.194.43.74,GOOGLE,US,0,15169.0,0,0,25,65,benign
213.155.156.164,Arelion Sweden AB,SE,0,1299.0,0,0,25,65,benign
71.66.111.131,TWC-10796-MIDWEST,US,0,10796.0,0,0,90,0,unknown
217.163.21.35,LEVEL3,GB,0,3356.0,0,0,90,0,unknown
216.58.213.202,GOOGLE,US,0,15169.0,0,0,29,61,benign
54.231.96.177,AMAZON-02,US,0,16509.0,0,0,26,64,benign
75.101.145.202,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
41.100.237.126,Telecom Algeria,DZ,0,36947.0,0,0,90,0,unknown
23.33.10.5,AKAMAI-AS,IT,0,16625.0,0,0,90,0,unknown
94.31.29.154,ZAYO-6461,GB,0,6461.0,0,0,25,65,benign
78.41.115.145,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,0,35492.0,3,0,24,63,benign
125.60.156.145,"Smart Broadband, Inc.",PH,0,10139.0,0,0,90,0,unknown
54.72.177.232,AMAZON-02,IE,0,16509.0,0,0,90,0,unknown
113.165.240.88,VNPT Corp,VN,0,45899.0,0,0,90,0,unknown
86.127.164.115,RCS & RDS,RO,0,8708.0,0,0,90,0,unknown
115.254.91.98,Reliance Communications Ltd.DAKC MUMBAI,IN,0,18101.0,0,0,90,0,unknown
83.252.201.219,Tele2 SWIPnet,SE,0,1257.0,0,0,90,0,unknown
197.113.163.116,Telecom Algeria,DZ,0,36947.0,0,0,90,0,unknown
80.150.5.186,Deutsche Telekom AG,DE,0,3320.0,0,0,90,0,unknown
90.6.98.101,Orange,FR,0,3215.0,0,0,90,0,unknown
54.192.98.245,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
5.153.5.70,,NL,0,,0,0,90,0,unknown
173.222.108.226,Akamai International B.V.,CH,-1,20940.0,0,0,24,66,benign
118.111.214.10,BIGLOBE Inc.,JP,0,2518.0,0,0,90,0,unknown
194.122.81.25,GTT Communications Inc.,US,0,3257.0,0,0,90,0,unknown
74.125.200.94,GOOGLE,US,0,15169.0,0,0,22,68,benign
216.58.216.6,GOOGLE,US,0,15169.0,0,0,90,0,unknown
73.211.151.2,COMCAST-7922,US,0,7922.0,0,0,90,0,unknown
149.126.77.107,INCAPSULA,DE,0,19551.0,0,0,90,0,unknown
201.137.44.153,UNINET,MX,0,8151.0,0,0,90,0,unknown
90.84.136.135,Orange,FR,0,5511.0,0,0,90,0,unknown
105.109.93.207,Telecom Algeria,DZ,0,36947.0,0,0,90,0,unknown
176.12.63.56,A1 Bulgaria EAD,BG,0,29580.0,0,0,90,0,unknown
173.222.108.186,Akamai International B.V.,CH,0,20940.0,0,0,24,66,benign
52.22.252.76,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
173.194.16.112,GOOGLE,US,0,15169.0,0,0,90,0,unknown
173.194.116.158,GOOGLE,US,0,15169.0,0,0,90,0,unknown
23.14.90.89,Akamai International B.V.,BE,0,20940.0,0,0,25,65,benign
46.139.64.64,Magyar Telekom plc.,HU,0,5483.0,0,0,90,0,unknown
54.88.151.150,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
91.215.103.64,INFOnline GmbH,DE,0,43407.0,0,0,25,65,benign
187.113.94.152,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,90,0,unknown
89.157.6.202,Societe Francaise Du Radiotelephone - SFR SA,FR,0,15557.0,0,0,90,0,unknown
24.48.101.61,VIDEOTRON,CA,0,5769.0,0,0,90,0,unknown
104.86.44.57,AKAMAI-AS,DE,0,16625.0,0,0,90,0,unknown
82.20.219.5,Virgin Media,GB,0,5089.0,0,0,90,0,unknown
178.79.179.141,Akamai Connected Cloud,GB,0,63949.0,1,0,24,65,benign
54.192.198.165,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
204.2.197.204,MEDIA6-ASN,US,0,1422.0,0,0,25,65,benign
54.88.3.199,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
54.208.118.194,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
41.89.103.2,Kenya Education Network,KE,0,36914.0,0,0,31,59,benign
54.84.38.146,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
31.187.93.119,"Lunarnaut, LLC",US,0,200598.0,0,0,90,0,unknown
52.0.149.49,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
167.0.215.52,COLOMBIA TELECOMUNICACIONES S.A. ESP,CO,0,3816.0,0,0,90,0,unknown
173.194.112.4,GOOGLE,US,0,15169.0,0,0,25,65,benign
46.163.120.58,PlusServer GmbH,DE,0,61157.0,0,0,90,0,unknown
79.140.139.22,Viatel Availability Services Limited,IE,0,29650.0,0,0,90,0,unknown
23.21.101.41,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
128.74.93.227,PVimpelCom,RU,0,8402.0,0,0,90,0,unknown
74.125.195.93,GOOGLE,US,0,15169.0,0,0,33,57,benign
54.88.165.159,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
184.50.162.110,AKAMAI-AS,NL,0,16625.0,0,0,90,0,unknown
79.203.243.145,Deutsche Telekom AG,DE,0,3320.0,0,0,90,0,unknown
91.76.178.135,MTS PJSC,RU,0,8359.0,0,0,90,0,unknown
82.226.63.140,Free SAS,FR,0,12322.0,0,0,90,0,unknown
216.58.198.78,GOOGLE,US,0,15169.0,0,0,23,67,benign
54.231.49.58,AMAZON-02,US,0,16509.0,0,0,90,0,unknown
104.244.43.199,FASTLY,US,0,54113.0,0,0,90,0,unknown
75.101.155.12,AMAZON-AES,US,0,14618.0,0,0,24,66,benign
77.6.251.117,Telefonica Germany,DE,0,6805.0,0,0,90,0,unknown
149.126.77.155,INCAPSULA,DE,0,19551.0,0,0,90,0,unknown
104.69.140.181,AKAMAI-AS,US,0,16625.0,0,0,90,0,unknown
173.194.46.46,GOOGLE,US,0,15169.0,0,0,90,0,unknown
54.221.226.54,AMAZON-AES,US,0,14618.0,0,0,25,65,benign
5.175.83.83,Equinix (EMEA) Acquisition Enterprises B.V.,NL,0,15830.0,0,0,90,0,unknown
176.14.31.66,PVimpelCom,RU,0,8402.0,0,0,53,37,unknown
104.155.57.101,GOOGLE-CLOUD-PLATFORM,BE,0,396982.0,0,0,90,0,unknown
107.22.184.136,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
5.54.114.255,Vodafone-Panafon Hellenic Telecommunications Company SA,GR,0,3329.0,0,0,90,0,unknown
23.3.91.123,Akamai International B.V.,SE,0,20940.0,0,0,90,0,unknown
2.20.188.249,Akamai International B.V.,DE,0,20940.0,0,0,90,0,unknown
173.194.112.35,GOOGLE,US,0,15169.0,0,0,25,65,benign
198.145.13.8,DF-PTL1,US,0,2044.0,0,0,90,0,unknown
173.194.113.92,GOOGLE,US,0,15169.0,0,0,90,0,unknown
89.163.151.245,myLoc managed IT AG,DE,0,24961.0,0,0,90,0,unknown
173.194.43.71,GOOGLE,US,0,15169.0,0,0,25,65,benign
54.86.27.120,AMAZON-AES,US,0,14618.0,0,0,90,0,unknown
54.154.170.208,AMAZON-02,IE,0,16509.0,0,0,90,0,unknown
109.182.240.93,"Telekom Slovenije, d.d.",SI,0,5603.0,0,0,90,0,unknown
54.240.160.214,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
66.215.208.29,CHARTER-20115,US,0,20115.0,0,0,89,0,unknown
105.158.30.57,MT-MPLS,MA,0,36903.0,0,0,89,0,unknown
77.180.197.53,Telefonica Germany,DE,0,6805.0,0,0,89,0,unknown
187.211.64.162,UNINET,MX,0,8151.0,0,0,89,0,unknown
31.13.86.4,FACEBOOK,IT,0,32934.0,0,0,21,68,benign
173.194.40.111,GOOGLE,US,0,15169.0,0,0,23,66,benign
216.58.211.10,GOOGLE,US,0,15169.0,0,0,89,0,unknown
37.187.130.133,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
62.51.0.45,YAHOO-1,US,0,10310.0,0,0,89,0,unknown
77.47.224.57,User Association of Ukrainian Research and Academic Network URAN,UA,0,25500.0,0,0,89,0,unknown
187.145.194.140,UNINET,MX,0,8151.0,0,0,89,0,unknown
173.194.112.34,GOOGLE,US,0,15169.0,0,0,89,0,unknown
173.194.113.36,GOOGLE,US,0,15169.0,0,0,89,0,unknown
204.13.164.188,RISEUP,US,0,16652.0,0,0,89,0,unknown
1.174.100.89,Data Communication Business Group,TW,0,3462.0,0,0,89,0,unknown
152.163.66.134,,US,0,,0,0,89,0,unknown
173.252.88.163,FACEBOOK,US,0,32934.0,0,0,89,0,unknown
23.222.28.18,Akamai International B.V.,US,0,20940.0,0,0,23,66,benign
84.133.234.142,Deutsche Telekom AG,DE,0,3320.0,0,0,89,0,unknown
216.58.198.68,GOOGLE,US,0,15169.0,0,0,24,65,benign
182.93.83.179,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",NP,0,4007.0,0,0,89,0,unknown
89.28.165.145,KVS Ltd,RU,0,41302.0,0,0,89,0,unknown
78.106.150.242,PVimpelCom,RU,0,8402.0,0,0,89,0,unknown
201.150.153.13,JACOMELI TELECOM,BR,0,61834.0,0,0,89,0,unknown
177.21.65.98,"ActiON Infinite Communications, Brazil.",BR,0,53245.0,0,0,89,0,unknown
65.19.167.132,HURRICANE,US,0,6939.0,2,0,22,65,benign
74.125.71.95,GOOGLE,US,0,15169.0,0,0,22,67,benign
136.243.45.36,Hetzner Online GmbH,DE,0,24940.0,0,0,89,0,unknown
195.154.163.111,Scaleway S.a.s.,FR,0,12876.0,0,0,89,0,unknown
180.234.226.67,,SA,0,,0,0,89,0,unknown
173.194.113.35,GOOGLE,US,0,15169.0,0,0,24,65,benign
37.236.212.23,Hulum Almustakbal Company for Communication Engineering and Services Ltd,IQ,0,203214.0,0,0,89,0,unknown
64.20.243.242,DATABANK-ZCOLO,US,0,27325.0,0,0,89,0,unknown
23.3.90.195,Akamai International B.V.,SE,0,20940.0,0,0,89,0,unknown
195.93.42.12,YAHOO-1,US,0,10310.0,0,0,89,0,unknown
80.220.108.14,Telia Finland Oyj,FI,0,1759.0,0,0,89,0,unknown
85.122.93.184,Tv Sat 2002 Srl,RO,0,41496.0,0,0,89,0,unknown
10.152.152.10,,,0,,0,0,25,64,benign
198.41.185.20,,US,0,,0,0,89,0,unknown
173.194.65.105,GOOGLE,US,0,15169.0,0,0,89,0,unknown
121.54.58.225,"Smart Broadband, Inc.",PH,0,10139.0,1,0,24,64,benign
201.102.63.143,UNINET,MX,0,8151.0,0,0,89,0,unknown
187.198.153.208,UNINET,MX,0,8151.0,0,0,89,0,unknown
179.104.21.247,ALGAR TELECOM SA,BR,0,53006.0,0,0,89,0,unknown
212.126.112.38,Tarik Al-thuraya Company For Communications Service Ltd.,IQ,0,200178.0,0,0,89,0,unknown
109.201.152.245,NForce Entertainment B.V.,NL,0,43350.0,0,0,89,0,unknown
52.18.34.33,AMAZON-02,IE,0,16509.0,0,0,89,0,unknown
179.177.49.138,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
23.54.1.88,AKAMAI-AS,SE,0,16625.0,0,0,89,0,unknown
95.172.94.26,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
24.113.40.79,AS-WAVE-1,US,0,11404.0,0,0,89,0,unknown
2.20.188.203,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
52.24.78.103,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
54.239.192.228,,US,0,,0,0,89,0,unknown
31.172.213.222,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
173.194.43.75,GOOGLE,US,0,15169.0,0,0,89,0,unknown
74.125.232.100,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.208.24.115,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
41.44.241.212,TE Data,EG,0,8452.0,0,0,89,0,unknown
200.159.215.49,AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT,BR,0,23106.0,0,0,89,0,unknown
37.187.0.127,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
104.20.18.28,CLOUDFLARENET,,0,13335.0,1,0,24,64,benign
71.194.236.97,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
95.172.94.62,Unitas Global Ltd,GB,0,15570.0,0,0,89,0,unknown
23.74.186.233,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
208.80.154.240,WIKIMEDIA,US,0,14907.0,0,0,24,65,benign
41.73.239.216,Inq-Digital-Nigeria-AS,NG,0,16284.0,0,0,89,0,unknown
195.158.232.47,Prolink MO.ru Ltd.,RU,0,47104.0,0,0,89,0,unknown
104.16.24.216,CLOUDFLARENET,,0,13335.0,0,0,89,0,unknown
108.2.111.148,UUNET,US,0,701.0,0,0,89,0,unknown
104.244.43.108,FASTLY,US,0,54113.0,0,0,22,67,benign
188.15.61.142,Telecom Italia,IT,0,3269.0,0,0,89,0,unknown
54.174.225.158,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
195.20.250.137,IONOS SE,DE,0,8560.0,0,0,89,0,unknown
92.122.214.224,Akamai International B.V.,DE,0,20940.0,0,0,89,0,unknown
91.187.127.206,IPKO Telecommunications LLC,,0,21246.0,0,0,89,0,unknown
109.252.8.228,PJSC Moscow city telephone network,RU,0,25513.0,0,0,89,0,unknown
85.212.43.25,,GB,0,,0,0,89,0,unknown
99.22.208.65,ATT-INTERNET4,US,0,7018.0,0,0,89,0,unknown
95.100.248.161,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
194.135.152.221,Baku Telephone Communication LLC,AZ,0,28787.0,0,0,24,65,benign
67.248.159.21,TWC-11351-NORTHEAST,US,0,11351.0,0,0,89,0,unknown
174.21.38.193,CENTURYLINK-US-LEGACY-QWEST,US,0,209.0,0,0,89,0,unknown
212.60.81.96,Gamtele,GM,0,25250.0,0,0,89,0,unknown
94.23.249.106,OVH SAS,FR,0,16276.0,0,0,89,0,unknown
216.58.210.230,GOOGLE,US,0,15169.0,0,0,89,0,unknown
37.157.2.16,Adform A/S,DK,0,198622.0,0,0,89,0,unknown
54.201.25.124,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
95.100.255.152,Akamai International B.V.,NL,0,20940.0,0,0,89,0,unknown
68.34.156.91,COMCAST-7922,US,0,7922.0,0,0,89,0,unknown
173.222.108.241,Akamai International B.V.,CH,0,20940.0,0,0,24,65,benign
68.231.104.52,ASN-CXA-ALL-CCI-22773-RDC,US,0,22773.0,0,0,89,0,unknown
178.65.230.88,Rostelecom,RU,0,12389.0,0,0,89,0,unknown
54.152.243.169,AMAZON-AES,US,0,14618.0,0,0,89,0,unknown
176.34.115.9,AMAZON-02,IE,0,16509.0,0,0,23,66,benign
173.194.208.16,GOOGLE,US,0,15169.0,0,0,89,0,unknown
54.230.76.168,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
208.117.251.109,YOUTUBE,US,0,36040.0,0,0,89,0,unknown
23.111.9.132,,US,0,,0,0,39,50,unknown
86.179.105.11,British Telecommunications PLC,GB,0,2856.0,0,0,89,0,unknown
23.212.219.120,AKAMAI-AS,DE,0,16625.0,0,0,89,0,unknown
63.250.200.63,YAHOO-BF1,US,0,26101.0,2,0,24,63,benign
177.134.21.13,TELEFONICA BRASIL S.A,BR,0,18881.0,0,0,89,0,unknown
23.78.123.32,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
54.231.11.96,AMAZON-02,US,0,16509.0,0,0,89,0,unknown
104.75.59.53,Akamai International B.V.,US,0,20940.0,0,0,89,0,unknown
2.22.9.131,AKAMAI-AS,IT,0,16625.0,0,0,89,0,unknown
