text,label
"The first account was the compromised Azure AD Connector account,",T1078
the threat actors were observed using compromised credentials to access the Azure AD Connect device.,T1078
authentication from a known attacker IP address into the Azure AD Connector cloud account.,T1078
the threat actors executed multiple actions in the cloud using two privileged accounts.,T1078
The Azure AD Connector account and the compromised administrator account were then used to perform,T1078
a successful sign-in to the Microsoft Azure environment was observed.,T1078
The threat actors then used these credentials to pivot from the on-premises environment to the Azure AD environment.,T1078
the threat actors leveraged RDP for access into the account.,T1021.001
"the threat actors accessed it through RDP, which is an open session that evades MFA blocking their activities.",T1021.001
"Those files will still get executed, if the user clicks on run",T1204.002
As LSASS dumps are nowadays recognized by the dump file itself,T1003.001
LSASS dump in c:\tmp detected and deleted,T1003.001
LSASS dump in the WebDAV detected,T1003.001
"done via the GetAsyncKeyState API,",T1106
this is done via the popen API,T1106
uses Windows API functions to execute files,T1106
"This is done via the GetAsyncKeyState API, with keystrokes being logged",T1056.001
"keylogging are enabled by default,",T1056.001
logs keystrokes for windows with titles containing substrings specified in its configuration,T1056.001
Window titles to keylog,T1056.001
can log keystrokes.,T1056.001
"Screenshots and keylogging are enabled by default,",T1113
can capture screenshots,T1113
"the shellcode is stored in files instead of the registry, and the stored shellcode is loaded and executed on Dolphin’s startup",T1547.001
"The backdoor periodically checks and creates its own persistence by making sure that Step 1 of the loader is run every time the system is started, via a registry Run value, in the same way as in the installer: HKCU\Software\Microsoft\Windows\CurrentVersion\Run\<random_run_name>\”%appdata%\Python27({32|64})\pythonw.exe” “<loader_step_1>” “<loader_encrypted_step_2>”",T1547.001
uses Run keys for persistence of its loader,T1547.001
can execute she will commands,T1059.003
creates directory listings,T1083
The command to get specific files,T1083
It creates directory listings,T1083
to get files from drives,T1083
it searches the drives of compromised systems for interesting files,T1083
can obtain file and directory listings.,T1083
"The following file extensions of interest, specific to media, documents, emails, and certificates,",T1005
can collect files from local drives.,T1005
Username,T1033
obtains the victim’s username.,T1033
Computer name,T1082
RAM size and usage,T1082
OS version,T1082
"obtains various system information including OS version, computer name and RAM size.",T1082
List of installed security products,T1518.001
obtains a list of installed security software.,T1518.001
Local and external IP address,T1016
obtains the device’s local and external IP address.,T1016
XOR-decrypts an embedded PE file,T1140
"XOR-decrypts further shellcode carried within itself,",T1140
"XOR-decrypts its contents,",T1140
a decrypted configuration,T1140
injects it into the created process,T1055
in a specified separate process that is created and injected.,T1055
and inject processes.,T1055
it creates a one-time scheduled task.,T1053.005
uses a temporary scheduled task to start after installation.,T1053.005
"After execution, the output of commands is uploaded.",T1041
exfiltrates data to Google Drive storage,T1041
it searches the drives of compromised systems for interesting files and exfiltrates them to Google Drive.,T1041
exfiltrates data to Google Drive.,T1041
"The shellcode is stored in the registry,",T1112
sending an HTTP POST request,T1071.001
uses HTTPS to communicate with Google Drive.,T1071.001
staging the data in encrypted ZIP archives before upload.,T1074.001
stages collected data in a directory before exfiltration,T1074.001
"The content is encrypted using AES CBC with random 16-byte keys and IVs,",T1027
Most strings in this version are base64 encoded.,T1027
The base64-encoded strings were plaintext again in this version.,T1027
has encrypted components.,T1027
"another shellcode, XOR-decrypts an embedded PE file – the Dolphin backdoor – and loads and executes it using a custom PE loader.",T1055
"which is vulnerable to a DLL side-loading vulnerability, and loads a file",T1574.002
"sideloading different DLL names, and multiple binary files names being loaded by those DLLs.",T1574.002
the executables and sideloaded files,T1574.002
Side-loaded DLL name,T1574.002
a threat actor abusing a sideloading vulnerability,T1574.002
Name of the malicious side-loaded DLL,T1574.002
Name of the executable vulnerable to side loading,T1574.002
seemingly legitimate executables and their respective sideloaded files,T1574.002
encoded shellcode,T1027
Creates a memory section with the DES-encrypted malware configuration,T1027
to obfuscate their malware.,T1027
used VMProtect to obfuscate one of them.,T1027
that decompresses and loads the first stage in memory.,T1140
shellcode decompressing and loading,T1140
there was only one stage being decrypted in memory,T1140
the malware decrypts the saved passwords,T1140
and then decrypts them,T1140
and then decrypts the content,T1140
calls Stage 1 again via process hollowing with four parameters,T1055
It then runs Stage 2 via process hollowing.,T1055
creates a registry key,T1112
a service that launches the moved executable rc.exe with one parameter.,T1569.002
Screenshot grab,T1113
Drive information retrieval,T1083
browses a directory,T1083
Process manager (browses and terminates processes),T1057
Current process ID,T1057
"deletes,",T1070.004
"uploads, downloads a file",T1105
Command execution,T1059.003
by calling the GetNetworkParams API function,T1106
Collected machine information includes the following: Randomly generated GUID Hostname,T1082
Processor architecture,T1082
Operating system version,T1082
Username,T1033
Local IP address and port used to send the network packet,T1016
The configuration is encrypted with a hardcoded DES key and is a few bytes long,T1573.001
the malware retrieves information on the infected machine and sends it to the C&C encrypted with DES.,T1573.001
"information is sent to the C&C, encrypted with a hardcoded key and DES CBC algorithm:",T1573.001
the malware retrieves information on the infected machine and sends it to the C&C,T1041
"Then, the malware retrieves information on the compromised computer and sends it to the C&C.",T1041
used as a lure to entice the victim into opening the malicious file.,T1204.002
"to extract the URL, login, and password fields from the file",T1552.001
Name of the hardcoded directory where files are copied,T1074.001
The malware also established persistence on the host with the creation of a registry run key.,T1547.001
persistence was achieved by creating a ‘Run’ key,T1547.001
These files were transferred to the domain controller over SMB.,T1570
dumped lsass memory on the domain controller.,T1003.001
We observed a process created by Cobalt Strike accessing lsass.exe,T1003.001
is a known indicator of such tools as Mimikatz,T1003.001
most likely using credentials gathered by the previous LSASS access.,T1003.001
then proceeded to access lsass memory on the host to extract credentials.,T1003.001
the threat actor became active by initiating a proxied RDP connection via the Cobalt Strike beacon to the domain controller.,T1021.001
after completing RDP connections to various hosts on the network,T1021.001
which were started via their interactive RDP session,T1021.001
RDP was also used by the threat actor,T1021.001
The threat actor was able to RDP to a backup server,T1021.001
running processes were reviewed,T1057
the threat actors checked running processes on the accessed hosts via taskmanager,T1057
"checking on running tasks,",T1057
the folder included a legitimate copy of rundll32.exe,T1218.011
rundll32.exe binary downloaded approximately 0.4 MB of data.,T1218.011
using a renamed copy of rundll32.,T1218.011
Batch script to run,T1059.003
file would execute a batch script,T1059.003
"""C:\Windows\syswow64\cmd.exe"" /C",T1059.003
An instance of cmd.exe was launched through explorer.exe which ran the following command,T1059.003
cmd.exe session,T1059.003
The threat actor also used a batch script to collect a list of all computer objects on the domain using C:\Windows\system32\cmd.exe /C adcomp.bat which contained the PowerShell command:,T1059.003
"Once the user had mounted the ISO and the LNK file was executed by the user, the complex execution flow started.",T1204.002
The names of the registry values changed,T1112
The last registry key was used to store additional PowerShell code.,T1112
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc",T1106
the threat actor injected into various processes,T1055
reg.exe query,T1012
started a BITS job to download a Cobalt Strike beacon,T1105
whoami,T1016
whoami /groups,T1016
ipconfig /all,T1016
threat actor first ran some initial discovery on the host using built-in Windows utilities like ipconfig,T1016
systeminfo,T1082
systeminfo,T1082
WMI was used to pivot to a domain controller on the network.,T1047
The actor leveraged Impacket’s wmiexec.py to execute commands with a semi-interactive she will,T1047
interacts with remote endpoints via WMI,T1047
a number of WMI requests via DCERPC from one endpoint to a target endpoint based on the ports.,T1047
the ‘Powershell.exe’ process initiated the WMI requests.,T1047
One of the observed commands invoked via WMI was ‘firefox.exe’.,T1047
"The commands executed included directory traversal,",T1083
Tool Used to Steal Sensitive Information,T1005
proxying the traffic,T1090
initiating a proxied,T1090
Several HTTP Post events were observed to the identified domains,T1071.001
HTTP stream containing the content,T1071.001
The POST event included a MIME part indicating file upload,T1071.001
The file that was uploaded 775E.bin was deleted by the injected ‘Explorer.exe’ process from the target endpoint,T1027
The threat actor was able to RDP to a backup server using the admin credentials they acquired.,T1078
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc to perform process injection of shellcode",T1055
shellcode stored in Base64.,T1027
a 200+MB padded file,T1027
padding the contents with benign data,T1027
"It included a standalone file padded with over 200MB of blank spaces, likely to impede analysis of the decompressed ISO file.",T1027
executes a CMD file,T1059.003
The CMD file contains commands,T1059.003
which use certutil (renamed here as slaughterhouse.exe) to decode,T1140
The decoded DLL,T1140
thus requires two rounds of decoding using certutil.,T1140
chaining together a series of scripts to decode,T1140
The victim double clicks the ISO to mount it,T1204.002
"Victims can be lured into clicking executable content including binaries, scripts or shortcut files masquerading as benign filetypes such as PDFs or folders.",T1204.002
DLL is then executed using rundll32,T1218.011
and injects Qakbot into wermgr.exe.,T1055
"This file is base64 twice,",T1027
or unpack the final payload,T1027
"modifies registry keys to maintain persistence,",T1112
Modifies the Windows registry,T1112
modifies the Windows Registry to allow remote desktop connections,T1112
establishes persistence through the creation of two keys in CurrentVersion\Run.,T1547.001
Creates registry key for persistence only,T1547.001
Creates two registry keys for persistence,T1547.001
Keys found in CurrentVersion\Run contain references to programs that will execute when a user logs in.,T1547.001
operators install and execute remote access tools such as Splashtop on targeted systems.,T1219
remote monitoring and management (RMM) software,T1219
operators use Splashtop to transfer malicious tools from computer to computer in the victim’s environment.,T1570
It copies other malicious batch and EXE files from a compromised internal Server Message Block (SMB) server to the newly created temp folder,T1570
operators utilize RDP to move laterally in the victim’s environment.,T1021.001
Modifies the Windows registry to allow remote desktop connections.,T1021.001
operators open up an Remote Desktop Protocol (RDP) port,T1021.001
operators use Mimikatz to dump passwords.,T1003.001
operators use Mimikatz to dump passwords from LSASS.,T1003.001
"Mimikatz, which is a tool used for extracting sensitive information such as passwords and authentication credentials from a Windows operating system.",T1003.001
"Mimikatz being leveraged maliciously by threat actors in the following ways: Credential Loading Mimikatz loads credentials from various sources such as Windows memory, Local Security Authority Subsystem Service (LSASS) process",T1003.001
"Mimikatz allows the user to manipulate the dumped credentials,",T1003.001
"is a small, UPX-packed password protected binary",T1027
This version of Mimikatz has been compressed using UPX,T1027
"While UPX is often legitimately used to reduce file size, we have observed threat actors utilizing UPX and other packing programs to evade static detection of the underlying payload.",T1027
operators use UPX to pack DC2.exe and DC4.exe to avoid static signature detection.,T1027
the batch file makes the following changes to the system,T1059.003
executes an embedded batch file.,T1059.003
is a batch script,T1059.003
is a batch script that creates a new user,T1059.003
"creates a batch script that,",T1059.003
creates a batch script,T1059.003
Disables the User Account Control (UAC),T1548.002
Attempting to use sc stop and taskkill to stop over 100 services related to various areas ranging from remote desktop tools to Windows Defender,T1562.001
"The HTML code in this file contains embedded JavaScript functionality,",T1027
cleanup script used to remove evidence of the attack on a system,T1027
cleanup scripts from other threat actors are usually smaller and more specific to the tools used by that actor.,T1027
adds an additional layer of obfuscation to the code,T1027
password-protected executables to obfuscate malware,T1027
"operators delete files such as mim.exe, mim32.exe, zam.exe and zam.bat to cover their tracks",T1070.004
hid the installer for Advanced Port Scanner within Inno Setup installer to evade static signature detection.,T1027
employs a forged document linked to G7 to target various governments within the G20 forum.,T1566.001
spam email comprising an attached MS Office document,T1566.001
employ the remote template injection method to retrieve the next stage of the malware from the TA’s Command-and-Control (C&C) server.,T1055
download of a new payload from the attacker’s remote server,T1105
download a backdoor module.,T1105
downloads and executes a malicious backdoor,T1105
enables the TAs to create customized documents containing embedded objects that exploit vulnerabilities in Microsoft Word’s Equation Editor,T1027
"drops an embedded payload, which is a DLL file",T1027
includes both an encrypted payload and shellcode,T1027
encrypts the collected information using RC4 encryption with the key “xkYgv127” and encodes it using base64.,T1027
proceeds to decrypt,T1140
"scheduled task entry,",T1053.005
executes the export function “StartA” from the DLL,T1106
using rundll32.exe,T1218.011
utilizing the “rundll32.exe” command,T1218.011
loader is executed through rundll32.exe,T1218.011
"hostname, operating system name, OS version, username,",T1082
"Gather computer-specific information such as computer name, username, gateway address, network adapter details, Windows version, and user type",T1082
"Internet information,",T1016
Retrieve TCP/UDP tables,T1016
the presence of any installed anti-virus software on the machine.,T1518.001
encrypted data is then exfiltrated using the below C&C URL,T1041
encrypted data is then exfiltrated using the below C&C URL,T1573.001
C&C server responds with the next stage executable,T1573.001
loader establishes a connection with a C&C server in the final stage of the attack.,T1573.001
Capture screenshots of victims’ system,T1113
Obtain information about processes and services running on the machine,T1057
Retrieve information about registry keys,T1012
using the remote process execution tool PSExec to execute batch files,T1059.003
Copy down batch scriptsExecute batch scripts,T1059.003
defaultChanges the Windows She Will from Explorer to their malicious script,T1059.003
"exe└──cmd.exe: C:\Windows\system32\cmd.exe /c """"rdp.bat""",T1059.003
"executes the she will (file2.bat),",T1059.003
tries to start its defined she will which has been swapped to a batch script (file2.bat) by the malicious actor.,T1059.003
Command line flags may be used to change this behavior and invoke one or more of the modules.,T1059.003
that would cause registry changes,T1112
"reg.exe: reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v ""fDenyTSConnections"" /t REG_DWORD /d 0 /",T1112
Sets various registry values,T1112
to enable Remote Desktop sessions (RDP) using reg.exe.,T1021.001
the malicious actor retrieved system administration tools and malicious payloads by using the Background Intelligent Transfer Service,T1105
Storing the ransomware within a 7zip encrypted archive,T1027
"encrypted archive containing the ransomware,",T1027
a decompression utility to extract the ransomware,T1140
"drop the defenses of the victim, inhibit monitoring, disable networking",T1562.001
"stops specific defensive services (Windows Defender, etc)",T1562.001
Will also skip enumeration and stopping of antivirus software.-,T1562.001
to authenticate to the site behind the onion link on the TOR network,T1090
ShellExecuteA is also used to launch,T1106
API call attempts to processes:,T1106
The local module utilizes the LookupPrivilegeValueW and AdjustTokenPrivileges that Windows API calls on its own process via GetCurrentProcess and OpenProcessToken to obtain SeDebugPrivilege privileges.,T1106
using Active Directory group policies allows the malicious actor to hit all systems in the environment for as long as that group policy is active in the victim’s environment.,T1484.001
Potential Process Hollowing,T1055
more sophisticated encryption,T1027
this technique for encryption-decryption is easily more discernable during analysis because both the encrypted data and the mapping are in the same file,T1027
for its execution technique of hiding malicious code inside log files.,T1027
The bytes of the encrypted section is a specific index on the byte map,T1027
"Though this is a very rigid method of hiding its codes,",T1027
uses byte remapping to ensure that the shellcode cannot be easily decrypted without the correct byte map,T1027
usually the encrypted payload,T1027
shows that their offsets within the encrypted region remain the same since they result in a similar shellcode even if they are composed of different bytes per binary.,T1027
"The malware checks if there are monitoring tools, specifically Process Monitor, running in the current machine with the following strings: procmon procmon64 procmon64a",T1518.001
"checks for a few installed and active antivirus products, namely: Windows Defender ESET",T1518.001
the malware proceeds to decrypt the PowerShell code,T1140
"Furthermore, since the data to be decrypted is in another file, the routine becomes even more difficult to investigate, as analysts would need the correct pair for decryption.",T1140
"Afterward, the shellcode will then decrypt and load the main ViperSoftX DLL embedded within the carrier.",T1140
"Moreover, all the strings, binaries, and other relevant data within the ViperSoftX DLL also gets decrypted the same way.",T1140
The actual bytes of the decrypted shellcode,T1140
to crawl through different paths in the system,T1083
scans for these cryptocurrency wallets in local directories: Armory Atomic Wallet Binance Bitcoin Blockstream Green Coinomi Delta Electrum Exodus Guarda Jaxx Liberty Ledger Live Trezor Bridge,T1083
the use of DLL sideloading for its arrival and execution technique.,T1574.002
found in the sideloaded DLL.,T1574.002
"the sideloaded DLL),",T1574.002
DLL sideloading,T1574.002
While other cybercriminals use sideloading to load another non-binary component,T1574.002
"We have also found that each sideloader DLL has its own pair of executable and byte map,",T1574.002
It still downloads a PowerShell code,T1105
or Windows Scripting,T1059.003
File-packed Magniber ransomware,T1027
"To obtain the credentials, the team took a snapshot of lsass.exe",T1003.001
"with a tool called nanodump, exported the output, and processed the output offline with Mimikatz.",T1003.001
"The team obtained the cached credentials from a SharePoint server account by taking a snapshot of lsass.exe with a tool called nanodump, exporting the output and processing the output offline with Mimikatz.",T1003.001
They then used forged credentials to move to multiple hosts across different sites in the environment and eventually gained root access to all workstations connected to the organization’s mobile device management (MDM) server.,T1078
The team used this root access to move laterally to SBS-connected workstations.,T1078
team attempted to determine valid accounts based on group name and purpose,T1078
The team attempted to leverage these credentials,T1078
"From that host, the team moved laterally to a misconfigured server, from which they compromised the domain controller (DC).",T1078
"with a button, which, when clicked, downloaded a “malicious” ISO file",T1204.002
"After the download, another button appeared, which, when clicked, executed the file.",T1204.002
Users downloaded and executed the team’s initial access payloads after clicking buttons to trigger download and execution.,T1204.002
they used compromised workstation and domain admin accounts,T1078
Use a previously compromised workstation admin account,T1078
Use a previously compromised domain admin account,T1078
the team leveraged compromised workstation and domain admin accounts to execute a payload,T1078
the team compromised a domain admin account and used it to laterally to multiple workstations and the DC.,T1078
they used compromised workstation and domain admin accounts to upload a payload via SMB on several target Workstations and the DC.,T1570
Use a previously compromised workstation admin account to upload and execute a payload via SMB,T1570
Use a previously compromised domain admin account to upload and execute a payload via SMB,T1570
The team’s C2 redirectors used HTTPS reverse proxies to redirect C2 traffic.,T1071.001
The team used HTTPS,T1071.001
the HTTPS beacon,T1071.001
post-exploit tool that leverages HTTP protocols for C2 traffic.,T1071.001
used HTTPS reverse proxies to redirect C2 traffic,T1071.001
"Establish a session that originates from a target Workstation system directly to an external host over a clear text protocol, such as HTTP.",T1071.001
"Establish a session that originates from a target Domain Controller system directly to an external host over a clear text protocol, such as HTTP.",T1071.001
used HTTPS reverse proxies to redirect C2 traffic.,T1090
the team uploaded and executed well-known malicious files,T1105
to download and execute a payload,T1105
"Upload and execute a well-known (e.g., with a signature) malicious file to a target DC system",T1105
used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers.,T1090
used HTTPS reverse proxies to redirect C2 traffic between target network and the team’s Cobalt Strike servers.,T1090
The team used these platforms to create flexible and dynamic redirect servers to send traffic to the team’s Cobalt Strike servers,T1090
The redirectors used HTTPS reverse proxies to redirect C2 traffic between the target organization’s network and the Cobalt Strike team servers,T1090
The team used domain fronting to disguise outbound traffic in order to diversify the domains with which the persistent beacons were communicating.,T1090
The team used domain fronting [T1090.004] to disguise outbound traffic in order to diversify the domains with which the persistent beacons were communicating,T1090
"This technique, which also leverages CDNs, allows the beacon to appear to connect to third-party domains, such as nytimes.com, when it is actually connecting to the team’s redirect server",T1090
This technique leverages CDNs associated with high-reputation domains so that the malicious traffic appears to be directed towards a reputation domain but is actually redirected to the red team-controlled Cobalt Strike servers.,T1090
"In some instances, they used Windows Management Instrumentation (WMI) Event Subscriptions",T1047
The team used WMI Event Subscriptions to move laterally between sites.,T1047
command-line tool,T1059.003
which stored credentials in a database file.,T1552.001
"searched files on the server, and found plaintext credentials",T1552.001
the plaintext credentials in PowerShell scripts,T1552.001
the team found a .txt file containing plaintext credentials for the user,T1552.001
The team found plaintext credentials to an API user account stored in PowerShell scripts on an MDM server.,T1552.001
"Using the pattern discovered in these credentials, the team was able to crack the user’s workstation account password",T1110
The team cracked a user’s workstation account password after learning the user’s patterns from plaintext credentials.,T1110
Detect and Identify source IP,T1016
Detect and Identify source IP,T1016
Detect and identify source IP,T1016
Detect and identify source IP,T1016
Detect and identify source IP,T1016
Windows Service Creation,T1543.003
Windows Service Creation,T1543.003
Windows Service Creation,T1543.003
"execute a payload via SMB and Windows Service Creation, respectively, on several target Workstations.",T1569.002
"execute a payload via SMB and Windows Service Creation, respectively, on a target DC.",T1569.002
execute a payload via Windows Service Creation on target workstations and the DC.,T1569.002
The krbtgt account is a domain default account,T1078
Use of non-secure default configurations,T1078
The organization used default configurations for hosts with Windows Server 2012 R2.,T1078
The default configuration allows unprivileged users to query group membership of local administrator groups,T1078
The red team used and identified several standard user accounts with administrative access from a Windows Server 2012 R2 SharePoint server.,T1078
The team discovered several standard user accounts that have local administrator access to critical servers.,T1078
This misconfiguration allowed the team to use the low-level access of a phished user to move laterally to an Unconstrained Delegation host and compromise the entire domain.,T1078
"If a user with administrative access is compromised, an actor can access servers without needing to elevate privileges",T1078
Some workstations allowed unprivileged accounts to have local administrator access,T1078
keylogged a user during a mandatory password change,T1056.001
spear phishing attachments.,T1566.001
spear phishing attachments for Initial Access,T1566.001
As attackers can quickly change spear phishing attachments,T1566.001
suspicious email attachments or other phishing techniques.,T1566.001
modification of Registry Keys/Startup folder for persistence,T1547.001
Using valid accounts,T1078
valid accounts,T1078
"and protocols, such as for Remote Desktop Protocol",T1021.001
used to download files…,T1105
"The second stage payload, which was later determined to likely be the penetration testing framework ""Brute Ratel,"" was then downloaded via a connection",T1105
“RClone” was downloaded on the file servers,T1105
which allowed the threat actor to move freely between domains.,T1078
"Two "".bat"" files were sent throughout the organization.",T1059.003
"before running the "".cmd"" file contained within the ISO.",T1059.003
"this CMD file calls the ""db"" file. In both samples,",T1059.003
""".bat"" files",T1059.003
"USING "".BAT"" FILES",T1059.003
"The two "".bat"" files that were sent",T1059.003
"""cc.bat"" is a simple script",T1059.003
"""w.bat"" as viewed through the bash command ""cat"":",T1059.003
"these are the same commands as observed in the "".bat"" files:",T1059.003
Both were designed to turn off antivirus and anti-malware software.,T1562.001
""".bat"" files designed to disable Cisco AMP / Microsoft Defender",T1562.001
"the command ""net stop Cisco AMP"".",T1562.001
showing the “uninstall” commands for Windows Defender:,T1562.001
"DISABLING ANTIVIRUS/MALWARE SOFTWARE USING "".BAT"" FILES",T1562.001
were both designed to turn off Antivirus and Antimalware software.,T1562.001
designed to stop Cisco AMP.,T1562.001
Stopping Cisco AMP / Disabling Microsoft Defender,T1562.001
"From the two phishing emails, both attachments contain similar malware.",T1566.001
The phishing attachment was submitted to the target in a response to an ongoing conversation,T1566.001
"When downloaded, the initial attachment is a local HTML file.",T1027
were able to be decrypted by leveraging the decryption script,T1053.005
adds itself to a scheduled task.,T1053.005
The emulated C2 Server is now running an HTTPS server,T1071.001
shows that this connection was likely HTTPS,T1071.001
the communication is consistent with HTTP/S traffic.,T1071.001
on TCP port 2222.,T1095
most of the connection attempts to the C2 IP’s are conducted over TCP port 443.,T1095
"Due to TCP port 2222’s common use as an alternate port for SSH communication, the Malware Analyst recorded a manual SSH connection to the emulated C2 host",T1095
some data exfiltration or interaction with the downloaded second stage from the C2.,T1041
show the transfer of files using SMB.,T1570
Files commonly observed transferred via SMB include,T1570
Showing the Transfer of Cobalt Strike Beacons using RDPClip:,T1570
allows for lateral movement leveraging RPC to create SMB traffic.,T1570
indicating the use of Remote Desktop Protocol.[,T1021.001
Showing the Transfer of Cobalt Strike Beacons using RDPClip:,T1021.001
the use of RDP by the Threat Actor,T1021.001
The second encoded Base64 string was not only base64 but also Gziped for size and obfuscation.,T1027
has some simple but clever obfuscation in place.,T1027
This shows the decoded and uncompressed data.,T1140
payload decoder from Github,T1140
used to decode the body,T1140
"Task manager was then use to reveal the service running on PID 3488,",T1057
requests using RC4 encryption,T1573.001
was abused by the attacker to steal client data.,T1005
"the malware copied itself to ""$CURRENTUSER\AppData\Roaming\Microsoft\Isoaahffo\djkuuhd.dll,"" as confirmed by the file's hashes shown below, and sets itself to auto run.",T1547.001
"the process imbedded itself into wermgr.exe, the Windows Error Reporting Manager (Process ID 6660).",T1055
"This uses a mixture of disguising the ASCII as UTF-16 via manipulating the start of the file, as well as obfuscating the data using a simple cypher.",T1027
running the malware sets itself up as the service,T1543.003
"after reaching the local DC, the attacker was able to gain a better lay of the land and observe the presence of the other two domains.",T1078
a technique leveraging the Windows Management Instrumentation (WMI) service to execute malicious code.,T1047
indicating that the user deleted the collected data.,T1070.004
group utilizes sideloading,T1574.002
DLL for sideloading,T1574.002
The group uses DLL sideloading,T1574.002
detect and remove Alibaba Cloud Security from compromised instances,T1518.001
relied on their victims to execute the malicious MSI installers,T1204.002
uses cmd.exe to download files from Alibaba Cloud Object Storage Service.,T1059.003
executes OSSUTIL (included in the installer package as ssu.exe) to download files,T1059.003
use API calls such as VirtualAlloc to load and execute malicious components into memory,T1106
invokes the Windows API function DisableThreadLibraryCalls,T1106
create scheduled tasks to achieve persistence,T1053.005
Create scheduled tasks to execute the loader and updater components,T1053.005
"scheduled tasks created for the updater,",T1053.005
four scheduled tasks are created:,T1053.005
creates a registry Run key to achieve persistence,T1547.001
use various encryption algorithms to hide payloads and strings.,T1027
execute an encrypted payload located in the embedded DLL,T1027
"contains an XOR-encrypted payload, divided into three files",T1027
"encrypted with a different, single byte XOR key",T1027
use dynamic API resolution to avoid detection.,T1027
calling an export function of the DLL,T1027
"reconstructs the imports table of the DLL and calls the DllEntryPoint,",T1027
"the DLL will find the address of an export function called SVP7, which contains the entry point of the malware,",T1027
used DLL side-loading to execute their malicious payloads,T1574.002
"side-loading a malicious DLL, libpng13.dll",T1574.002
"by side-loading dr.dll, used by a legitimate, signed binary",T1574.002
", side-loaded by the same legitimate executable",T1574.002
contains shellcode and an embedded DLL file that loads FatalRAT,T1027
contains an embedded DLL,T1027
execute an encrypted payload located in the embedded DLL,T1027
has keylogger functionalities,T1056.001
Capture keystrokes,T1056.001
encrypts data with a custom encryption algorithm before it is sent to the C&C server.,T1573.001
uses TCP for C&C communications.,T1095
exfiltrates data over the same channel used for C&C,T1041
Drop a file named ossutilconfig in the %USERPROFILE% directory,T1036.005
Drop and execute the legitimate installer in C:\Program Files\Common Files (see CommonFiles64Folder).,T1036.005
"by side-loading dr.dll, used by a legitimate, signed binary",T1036.005
The original libpng13.dll is also included in the installer package (renamed to what appears to be a random name) because the malicious DLL forwards its exported functions to the original DLL.,T1055
download files from an attacker-controlled bucket in Alibaba Cloud,T1105
download and execute further shellcode,T1105
obfuscated the loader with many calls to a function that just prints some hardcoded values,T1027
"decrypt,",T1140
decrypts the payload is the same as the function used in FatalRAT to decrypt its configuration,T1140
decrypt its configuration strings,T1140
the decompiled code used to decrypt strings,T1027
Decompiled code of a function used by a FatalRAT,T1027
using a variety of software packers,T1027
one Zip contained a benign file named screenshot1242.jpeg and another contained a file named privatecopy.pdf.,T1027
"When someone tries to double-click these decoy files, Windows (or the application mapped to the relevant filetype) throws an error because the file is not the type of file it appears to be",T1027
"The target would then, naturally, double click the other file in the Zip archive",T1204.002
"command pulls down a Visual Basic script, drops it into the C:\Windows\Tasks folder, and executes it.",T1105
90 other encrypted,T1027
A heavily obfuscated VBS,T1027
"The initial infector is a Visual Basic script, heavily obfuscated",T1027
"A block of base64-encoded, encrypted data comprises almost 150KB of that script,",T1027
segments of base64 data,T1027
along with code that decodes and decrypts the block of base64.,T1140
"When decoded, the content of the Ir8 variable (a segment of which is shown below) turns out to be just another encoded PowerShell script, which the VBS decodes and then executes.",T1140
The PowerShell script decoded from the Ir8 variable uses Reflection.,T1140
performs a BXOR to decode the bytes,T1140
for the Ir8 script to decode.,T1140
These work in tandem to insert data into the Windows Registry,T1112
"The concatenated segments of base64 data from O7 get inserted into the Registry,",T1112
to load the final payload into memory from a Registry value without,T1112
It created a Run key in the Registry,T1547.001
And that Run key references a different Registry key,T1547.001
"On one machine, we found that the malware injected itself, using process hollowing, into ielowutil.exe",T1055
obfuscated with legitimate resources,T1027
encrypted stack strings,T1027
Embedded Resource,T1027
shellcode from the .data section,T1027
shellcode that was stored in the .data section is now stored in the .rsc section,T1027
advapi32.CryptHashData,T1106
will create a key using advapi32.CryptDeriveKey,T1106
advapi32.CryptEncrypt,T1106
"kernel32.LoadLibraryA, kernel32.GetProcAddress, kernel32.VirtualAlloc, kernel32.VirtualProtect and ntdll.ZwFlushInstructionCache",T1106
kernel32.VirtualALloc,T1106
"kernel32.VirtualProtect,",T1106
kernel32.GetLastError,T1106
kernel32.CreateMutexA,T1106
"wininet.HttpSendRequestA,",T1106
shellcode injection,T1055
copy each PE section one at a time,T1055
"creating another PE in memory,",T1055
injecting a PE executable,T1055
handle to the current process for the purpose of allocating memory with PAGE_EXECUTE_READWRITE permissions,T1055
decrypt the shellcode,T1140
decyrpt its C2 configuration,T1140
get a pointer to the encrypted shellcode and to decrypt it have been broken out into their own separate functions,T1140
will need to resolve these APIs dynamically to interact with the Windows operating system,T1027
resolving many different Windows APIs using kernel32.GetProcAddress,T1027
enumerating the Process Environment Block (PEB),T1057
HTTP HEAD request,T1071.001
check if it is connected to the internet by making a request,T1071.001
will make a HTTP GET request,T1071.001
will make a POST request,T1078
NBTScan for network reconnaissance,T1016
System Network Connections Discovery,T1016
PsExec for lateral movement,T1569.002
