"Time","No.","Source","Destination","Protocol","Length","Info"
"69.588973","4655","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=70835 Win=65300 Len=0"
"69.588762","4656","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=70835 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.589094","4657","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=72141 Win=65300 Len=0"
"69.589138","4658","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=72141 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.589178","4659","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=73447 Win=65300 Len=0"
"69.589145","4660","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=73447 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.589223","4661","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=74753 Win=65300 Len=0"
"69.589298","4662","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=74753 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.589334","4663","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=76059 Win=65300 Len=0"
"69.589791","4664","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=76059 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.589886","4665","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=77365 Win=65300 Len=0"
"69.613405","4666","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=77365 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.613614","4667","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=78671 Win=65300 Len=0"
"69.613668","4668","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=78671 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.613710","4669","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=79977 Win=65300 Len=0"
"69.616721","4670","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=79977 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.616882","4671","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=81283 Win=65300 Len=0"
"69.616935","4672","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=81283 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.616972","4673","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=82589 Win=65300 Len=0"
"69.617035","4674","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=82589 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.617072","4675","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=83895 Win=65300 Len=0"
"69.617205","4676","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=83895 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.617262","4677","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=85201 Win=65300 Len=0"
"69.619957","4678","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=85201 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.620131","4679","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=86507 Win=65300 Len=0"
"69.629301","4680","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=86507 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.629526","4681","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=87813 Win=65300 Len=0"
"69.629581","4682","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=87813 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.629621","4683","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=89119 Win=65300 Len=0"
"69.632640","4684","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=89119 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.632761","4685","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=90425 Win=65300 Len=0"
"69.632872","4686","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=90425 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.647316","4687","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=91731 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.647454","4688","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=93037 Win=65300 Len=0"
"69.647532","4689","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=93037 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.647651","4690","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=94343 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.647702","4691","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=95649 Win=65300 Len=0"
"69.651780","4692","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=95649 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.652042","4693","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=96955 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.652123","4694","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=98261 Win=65300 Len=0"
"69.652277","4695","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=98261 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.652640","4696","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=99567 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.652743","4697","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=100873 Win=65300 Len=0"
"69.652877","4698","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=100873 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.653145","4699","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=102179 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.653234","4700","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=103485 Win=65300 Len=0"
"69.653396","4701","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=103485 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.653662","4702","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=104791 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.653756","4703","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=106097 Win=65300 Len=0"
"69.653910","4704","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=106097 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.654195","4705","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=107403 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.654284","4706","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=108709 Win=65300 Len=0"
"69.654435","4707","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=108709 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.654718","4708","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=110015 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.654812","4709","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=111321 Win=65300 Len=0"
"69.654969","4710","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=111321 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.655250","4711","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=112627 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.655340","4712","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=113933 Win=65300 Len=0"
"69.655531","4713","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=113933 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.656621","4714","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=115239 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.656742","4715","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=116545 Win=65300 Len=0"
"69.656848","4716","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=116545 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.657020","4717","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=117851 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.657101","4718","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=119157 Win=65300 Len=0"
"69.657185","4719","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=119157 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.657293","4720","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=120463 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.657351","4721","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=121769 Win=65300 Len=0"
"69.679955","4722","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=121769 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.679988","4723","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=123075 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680219","4724","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=124381 Win=65300 Len=0"
"69.680259","4725","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=124381 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680265","4726","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=125687 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680321","4727","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=126993 Win=65300 Len=0"
"69.680436","4728","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=126993 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680598","4729","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=128299 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680650","4730","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=129605 Win=65300 Len=0"
"69.680736","4731","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=129605 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680920","4732","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=130911 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.680961","4733","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=132217 Win=65300 Len=0"
"69.681073","4734","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=132217 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.681207","4735","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=133523 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.681256","4736","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=134829 Win=65300 Len=0"
"69.681447","4737","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=134829 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.681611","4738","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=136135 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.681667","4739","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=137441 Win=65300 Len=0"
"69.681840","4740","142.251.10.101","192.168.232.2","TCP","1360","80  >  55706 [PSH, ACK] Seq=137441 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.681854","4741","142.251.10.101","192.168.232.2","HTTP","364","HTTP/1.1 200 OK  (text/javascript)"
"69.681944","4742","192.168.232.2","142.251.10.101","TCP","54","55706  >  80 [ACK] Seq=879 Ack=139057 Win=65300 Len=0"
"69.950556","4743","13.248.169.48","192.168.232.2","TCP","1360","80  >  43346 [PSH, ACK] Seq=1 Ack=533 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"69.951187","4744","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=1307 Win=65535 Len=0"
"69.950658","4745","13.248.169.48","192.168.232.2","TCP","1494","80  >  43346 [ACK] Seq=1307 Ack=533 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"69.951464","4746","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=2747 Win=65535 Len=0"
"69.952359","4747","13.248.169.48","192.168.232.2","TCP","1494","80  >  43346 [ACK] Seq=2747 Ack=533 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"69.952730","4748","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=4187 Win=65535 Len=0"
"69.952432","4749","13.248.169.48","192.168.232.2","TCP","1092","80  >  43346 [PSH, ACK] Seq=4187 Ack=533 Win=8760 Len=1038 [TCP segment of a reassembled PDU]"
"69.952920","4750","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=5225 Win=65535 Len=0"
"69.952456","4751","13.248.169.48","192.168.232.2","TCP","1494","80  >  43346 [ACK] Seq=5225 Ack=533 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"69.953092","4752","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=6665 Win=65535 Len=0"
"69.952476","4753","13.248.169.48","192.168.232.2","TCP","1494","80  >  43346 [ACK] Seq=6665 Ack=533 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"69.953257","4754","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=8105 Win=65535 Len=0"
"69.953935","4755","13.248.169.48","192.168.232.2","TCP","1494","80  >  43346 [ACK] Seq=8105 Ack=533 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"69.954176","4756","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=9545 Win=65535 Len=0"
"69.953982","4757","13.248.169.48","192.168.232.2","HTTP","1247","HTTP/1.1 200 OK  (text/html)"
"69.954352","4758","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=533 Ack=10738 Win=65535 Len=0"
"69.969411","4759","192.168.232.2","13.248.169.48","HTTP","600","GET /px.js?ch=1&abp=1 HTTP/1.1 "
"69.970523","4760","13.248.169.48","192.168.232.2","TCP","54","80  >  43346 [ACK] Seq=10738 Ack=1079 Win=8760 Len=0"
"69.975207","4761","192.168.232.2","10.0.2.3","DNS","79","Standard query 0x70a3 AAAA thesocialagenda.net"
"69.979141","4762","10.0.2.3","192.168.232.2","DNS","79","Standard query response 0x70a3 AAAA thesocialagenda.net"
"69.980822","4763","192.168.232.2","13.248.169.48","TCP","74","43347  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=716292 TSecr=0 WS=64"
"70.053976","4764","13.248.169.48","192.168.232.2","TCP","58","80  >  43347 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"70.054557","4765","192.168.232.2","13.248.169.48","TCP","54","43347  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"70.055574","4766","192.168.232.2","13.248.169.48","HTTP","600","GET /px.js?ch=2&abp=1 HTTP/1.1 "
"70.056555","4767","13.248.169.48","192.168.232.2","TCP","54","80  >  43347 [ACK] Seq=1 Ack=547 Win=8760 Len=0"
"70.172941","4768","13.248.169.48","192.168.232.2","HTTP","778","HTTP/1.1 200 OK  (application/javascript)"
"70.173555","4769","192.168.232.2","13.248.169.48","TCP","54","43347  >  80 [ACK] Seq=547 Ack=725 Win=65535 Len=0"
"70.263439","4770","13.248.169.48","192.168.232.2","HTTP","778","HTTP/1.1 200 OK  (application/javascript)"
"70.271040","4771","192.168.232.2","13.248.169.48","HTTP","626","GET /v1/aftermarket/landers/thesocialagenda.net HTTP/1.1 "
"70.274233","4772","13.248.169.48","192.168.232.2","TCP","54","80  >  43346 [ACK] Seq=11462 Ack=1651 Win=8760 Len=0"
"70.572916","4773","13.248.169.48","192.168.232.2","HTTP/JSON","245","HTTP/1.1 200 OK , JavaScript Object Notation (application/json)"
"70.579000","4774","192.168.232.2","43.204.87.235","TCP","74","41761  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=716352 TSecr=0 WS=64"
"70.579416","4775","192.168.232.2","142.250.195.100","TCP","74","39369  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=716352 TSecr=0 WS=64"
"70.611677","4776","192.168.232.2","13.248.169.48","TCP","54","43346  >  80 [ACK] Seq=1651 Ack=11653 Win=65535 Len=0"
"70.654262","4777","142.250.195.100","192.168.232.2","TCP","58","443  >  39369 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"70.654505","4778","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"70.654313","4779","43.204.87.235","192.168.232.2","TCP","58","443  >  41761 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"70.654595","4780","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"70.656199","4781","192.168.232.2","142.250.195.100","TLSv1.2","259","Client Hello"
"70.656623","4782","192.168.232.2","43.204.87.235","TLSv1.2","272","Client Hello"
"70.656626","4783","142.250.195.100","192.168.232.2","TCP","54","443  >  39369 [ACK] Seq=1 Ack=206 Win=8760 Len=0"
"70.656819","4784","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=1 Ack=219 Win=8760 Len=0"
"70.782680","4785","43.204.87.235","192.168.232.2","TLSv1.2","167","Server Hello"
"70.782918","4786","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=114 Win=65535 Len=0"
"70.783125","4787","43.204.87.235","192.168.232.2","TCP","1360","443  >  41761 [PSH, ACK] Seq=114 Ack=219 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"70.783211","4788","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=1420 Win=65535 Len=0"
"70.783791","4789","43.204.87.235","192.168.232.2","TCP","1360","443  >  41761 [PSH, ACK] Seq=1420 Ack=219 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"70.783965","4790","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=2726 Win=65535 Len=0"
"70.813808","4791","43.204.87.235","192.168.232.2","TCP","1360","443  >  41761 [PSH, ACK] Seq=2726 Ack=219 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"70.814096","4792","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=4032 Win=65535 Len=0"
"70.813858","4793","43.204.87.235","192.168.232.2","TLSv1.2","80","Certificate"
"70.814297","4794","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=4058 Win=65535 Len=0"
"70.814605","4795","43.204.87.235","192.168.232.2","TLSv1.2","392","Server Key Exchange"
"70.814833","4796","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=4396 Win=65535 Len=0"
"70.814619","4797","43.204.87.235","192.168.232.2","TLSv1.2","63","Server Hello Done"
"70.814942","4798","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=219 Ack=4405 Win=65535 Len=0"
"70.814994","4799","142.250.195.100","192.168.232.2","TLSv1.2","1360","Server Hello"
"70.815166","4800","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=206 Ack=1307 Win=65535 Len=0"
"70.815241","4801","142.250.195.100","192.168.232.2","TCP","1360","443  >  39369 [PSH, ACK] Seq=1307 Ack=206 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"70.815306","4802","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=206 Ack=2613 Win=65535 Len=0"
"70.816410","4803","142.250.195.100","192.168.232.2","TCP","1494","443  >  39369 [ACK] Seq=2613 Ack=206 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"70.816538","4804","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=206 Ack=4053 Win=65535 Len=0"
"70.816444","4805","142.250.195.100","192.168.232.2","TLSv1.2","208","Certificate, Server Key Exchange, Server Hello Done"
"70.816585","4806","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=206 Ack=4207 Win=65535 Len=0"
"70.816714","4807","192.168.232.2","43.204.87.235","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"70.816883","4808","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=4405 Ack=345 Win=8760 Len=0"
"70.817942","4809","192.168.232.2","142.250.195.100","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"70.818186","4810","142.250.195.100","192.168.232.2","TCP","54","443  >  39369 [ACK] Seq=4207 Ack=291 Win=8760 Len=0"
"70.829035","4811","192.168.232.2","142.250.195.100","TLSv1.2","139","Application Data"
"70.829333","4812","192.168.232.2","43.204.87.235","TLSv1.2","147","Application Data"
"70.829435","4813","142.250.195.100","192.168.232.2","TCP","54","443  >  39369 [ACK] Seq=4207 Ack=376 Win=8760 Len=0"
"70.829493","4814","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=4405 Ack=438 Win=8760 Len=0"
"70.829588","4815","192.168.232.2","142.250.195.100","TLSv1.2","359","Application Data"
"70.829681","4816","192.168.232.2","43.204.87.235","TLSv1.2","473","Application Data"
"70.829729","4817","142.250.195.100","192.168.232.2","TCP","54","443  >  39369 [ACK] Seq=4207 Ack=681 Win=8760 Len=0"
"70.829830","4818","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=4405 Ack=857 Win=8760 Len=0"
"70.889873","4819","142.250.195.100","192.168.232.2","TLSv1.2","341","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"70.890168","4820","142.250.195.100","192.168.232.2","TLSv1.2","115","Application Data"
"70.890319","4821","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=681 Ack=4555 Win=65535 Len=0"
"70.890374","4822","142.250.195.100","192.168.232.2","TLSv1.2","84","Application Data"
"70.890553","4823","192.168.232.2","142.250.195.100","TLSv1.2","84","Application Data"
"70.893452","4824","142.250.195.100","192.168.232.2","TCP","54","443  >  39369 [ACK] Seq=4585 Ack=711 Win=8760 Len=0"
"70.895347","4825","43.204.87.235","192.168.232.2","TLSv1.2","174","New Session Ticket"
"70.895905","4826","43.204.87.235","192.168.232.2","TLSv1.2","174","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"70.896056","4827","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=857 Ack=4645 Win=65535 Len=0"
"70.896262","4828","192.168.232.2","43.204.87.235","TLSv1.2","92","Application Data"
"70.896519","4829","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=4645 Ack=895 Win=8760 Len=0"
"70.904721","4830","43.204.87.235","192.168.232.2","TLSv1.2","92","Application Data"
"70.932930","4831","43.204.87.235","192.168.232.2","TLSv1.2","540","Application Data"
"70.933127","4832","192.168.232.2","43.204.87.235","TCP","54","41761  >  443 [ACK] Seq=895 Ack=5169 Win=65535 Len=0"
"70.934700","4833","192.168.232.2","43.204.87.235","TLSv1.2","152","Application Data"
"70.934965","4834","192.168.232.2","43.204.87.235","TLSv1.2","278","Application Data"
"70.935185","4835","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=5169 Ack=993 Win=8760 Len=0"
"70.935205","4836","43.204.87.235","192.168.232.2","TCP","54","443  >  41761 [ACK] Seq=5169 Ack=1217 Win=8760 Len=0"
"70.949155","4837","142.250.195.100","192.168.232.2","TLSv1.2","586","Application Data"
"70.949408","4838","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data"
"70.949531","4839","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data"
"70.949699","4840","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data"
"70.949908","4841","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=711 Ack=9035 Win=65535 Len=0"
"70.950107","4842","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data"
"70.970229","4843","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data"
"70.970678","4844","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"70.970696","4845","142.250.195.100","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"70.971231","4846","192.168.232.2","142.250.195.100","TCP","54","39369  >  443 [ACK] Seq=711 Ack=14259 Win=65535 Len=0"
"70.971544","4847","142.250.195.100","192.168.232.2","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"70.971564","4848","142.250.195.100","192.168.232.2","TLSv1.2","1226","Application Data [TCP segment of a reassembled PDU]"
